Titles,Descriptions,Label
"High-Flier Nvidia Could Rally Another 70% On &#39;Extremely Strong&#39; AI Data Center Demand, Says Analyst","Nvidia&#39;s AI prowess is likely to lift the stock by about 68% as demand for its high-performance GPU continues to be strong, says an analyst at KeyBanc.",1
Nvidia Needs a Catalyst. Citi Thinks This Could Trigger a Rally.,Nvidia has almost tripled in value this year but the stock has moved sideways in recent months. Citi analysts say the shares could receive a new push in the first half of 2024.,0
Goldman Sachs adds Nvidia to its October 'conviction list',"Nvidia has been the market leader this year, and Goldman Sachs expects it to maintain that position going forward. ",1
"Remark Holdings, Inc. joins NVIDIA as a partner of PNY to present at the Smart City Expo World Congress in Barcelona on November 7-9","LAS VEGAS, Oct. 12, 2023 /PRNewswire/ -- Remark Holdings, Inc. (NASDAQ:MARK), a leading provider of artificial intelligence (&#34;AI&#34;) powered video analytics solutions, announced today that it will be joining NVIDIA",1
"Nvidia Stock Still Has 50% More Upside, Analyst Says",TD Cowen analysts maintained raised their price target on Nvidia stock to $700 from $600. The chip maker's shares have already soared more than 200% so far this year.,1
"Nvidia and Marvell Are Still Winners, but Sell These 2 Chip Stocks, Citi Says",Citi analysts downgraded Skyworks Solutions and Qorvo to Sell from Neutral in a Tuesday report. It kept Buy ratings on Nvidia and Marvell.,1
Nvidia cancels AI Summit in Tel Aviv following Hamas attack on Israel,Nvidia canceled its AI conference in Tel Aviv next week due to safety concerns as the death toll rises in Israel and the Gaza Strip.,0
"Nvidia Will Stay Dominant, Citi Says After Report OpenAI May Change Chip Suppliers",Analysts at Citi see Nvidia continuing to maintain a 90% or so market share in the artificial intelligence GPU chip market over the next two to three years.,1
Analysis: US chip curbs give Huawei a chance to fill the Nvidia void in China,"U.S. measures to limit the export of advanced artificial intelligence (AI) chips to China may create an opening for Huawei Technologies [RIC:RIC:HWT.UL] to expand in its $7 billion home market as the curbs force Nvidia to retreat, analysts say.",0
"The chip stock is getting a ton of love from Wall Street, and it's not Nvidia","This major chipmaker is getting a lot of love on Wall Street after reporting third-quarter earnings this week — and no, it's not Nvidia.",0
Nvidia Dip-Buyers Burned by US Chip Battle With China,Investors who snapped up shares of Nvidia Corp. at the bottom of last month’s swoon got a harsh reminder of the multiple forces pushing and pulling on the chipmaker’s business prospects.,0
"Keybanc Maintains Overweight on NVIDIA, Lowers Price Target to $650",Keybanc analyst John Vinh maintains NVIDIA with a Overweight and lowers the price target from $750 to $650.,0
Oracle Continues AI Momentum with NVIDIA AI Enterprise and DGX Cloud Availability in the Oracle Cloud Marketplace,"Oracle today announced that NVIDIA AI Enterprise, an enterprise-grade software that accelerates data science and streamlines development and...",1
"Morgan Stanley Maintains Overweight on NVIDIA, Lowers Price Target to $600",Morgan Stanley analyst Joseph Moore maintains NVIDIA with a Overweight and lowers the price target from $630 to $600.,0
Insyde Software Becomes the First Independent BIOS Vendor to Achieve Arm SystemReady SR-SIE Certification for the NVIDIA GH200 Grace Hopper Superchip Platform,"InsydeH2O UEFI BIOS Delivers Full Compliance with Arm System Architecture and Boot Security Standards on NVIDIA&#39;s Accelerated Computing Platform OCP GLOBAL SUMMIT – Insyde® Software, a leading provider of UEFI",0
Nvidia Stock Is Falling—and U.S. Export Rules Look Even Worse in the Long Term,"Exports to China of the most high-tech chips. like those developed by Nvidia, will be banned without a license.",0
Primer Joins NVIDIA Inception Program for Cutting-Edge AI Startups,"Primer Technologies, an AI/ML technology firm specializing in building and deploying decision-ready AI, today announced it has joined NVIDIA...",1
Looking to invest long-term in Nvidia? Here's how to play the stock according to one growth investor,Nvidia has been getting a lot of love this year but the recent export controls has put a dent on the company's activity.,1
Cisco Partners with NVIDIA to Unleash the Power of Hybrid Workspaces,Cisco (NASDAQ: CSCO) today unveiled the next milestone of its ongoing work with NVIDIA to deliver AI-powered meetings for hybrid workers. Cisco...,1
"Google, Nvidia Back Startup That Helps Navigate AI Chip Shortage","Nvidia Corp. and a Google venture fund have joined a seed round of funding for a startup that helps developers squeeze more computing power out of specialized processors used to train AI, potentially alleviating a major logjam for the burgeoning field.",1
Nvidia says U.S. speeded up new export curbs on AI chips,Chip designer Nvidia said new U.S. export curbs on the sale of its high-end artificial intelligence chips to China came into effect on Monday as regulators advanced the deadline.,0
"Nvidia to Take on Intel With Arm-Based PC Chips, Reuters Says","Nvidia Corp. is developing chips with Arm Holdings Plc technology that would challenge Intel Corp. processors in personal computers, Reuters reported.",1
Exclusive: Nvidia to make Arm-based PC chips in major new challenge to Intel,Nvidia dominates the market for artificial intelligence computing chips. Now it is coming after Intel’s longtime stronghold of personal computers.,1
"Big Pension Sold Nvidia, Intel, Ford, and GM Stock","Oregon’s pension, one of the largest in the U.S., slashed positions in chip makers Nvidia and Intel, and auto makers Ford and GM in the third quarter.",0
Bullish fund tied to Nvidia top performing ETF so far this year,"An exchange traded fund (ETF) tied to high-flying shares of U.S. chipmaker Nvidia Corp is the top-performing ETF so far this year, as the frenzy around artificial intelligence attracts buyers.",1
NVIDIA Sets Conference Call for Third-Quarter Financial Results,"SANTA CLARA, Calif., Nov. 01, 2023 (GLOBE NEWSWIRE) -- NVIDIA will host a conference call on Tuesday, Nov. 21, at 2 p.m. PT (5 p.m. ET), to discuss its financial results for the third quarter of fiscal year 2024, which",2
AMD soars as AI chip sales prediction bodes well for rivalry with Nvidia,"Shares of Advanced Micro Devices jumped 8% on Wednesday, after an upbeat AI chip sales forecast signaled the company was making progress in its bid to catch up with market leader Nvidia .",0
AMD rises as AI chip sales prediction bodes well for rivalry with Nvidia,"Shares of Advanced Micro Devices jumped nearly 6% on Wednesday, after an upbeat AI chip sales forecast signaled the company was making progress in its bid to catch up with market leader Nvidia .",0
Nvidia shares drop after report of canceled China orders,Shares of Nvidia Corp dropped by about 5% to a near five-month low on Tuesday following a Wall Street Journal report that the artificial intelligence (AI) giant may be forced to cancel up to $5 billion worth of advanced chip orders to China in compliance with new U.S. government restrictions.,0
Nvidia shares drop to five-month-low after report of canceled China orders,Shares of Nvidia Corp dropped by nearly 5% to a nearly five-month-low on Tuesday following a report that the artificial intelligence (AI) giant may be forced to cancel up to $5 billion worth of advanced chip orders to China in compliance with new U.S. government restrictions.,0
Nvidia tests chatbots in chip design process in bid to use more AI,Nvidia on Monday published new research into using chatbots that can generate human-like responses in the process of designing semiconductors.,1
"U.S. in game of ""catch me if you can"" with Nvidia on rules - China media","U.S. curbs on China have created a game of ""catch me if you can"" with U.S. chip giant Nvidia and other companies, which affect the interests of both countries and will accelerate Chinese innovation, the Global Times newspaper said on Saturday.",0
Nvidia Is Looking Cheap to Some as 220% Rally Stalls,Nvidia bulls are starting to throw around an adjective rarely used for a stock that’s more than tripled in less than a year: cheap.,0
China AI Startup Stockpiled 18 Months of Nvidia Chips Before Ban,"One of China’s emerging artificial-intelligence startups went on a buying blitz earlier this year to make sure it had enough high-end Nvidia Corp. semiconductors, before the US government imposed tighter export restrictions that cut off such chip sales to all Chinese customers.",0
"Bernstein Reiterates Outperform on NVIDIA, Maintains $675 Price Target",Bernstein analyst Stacy Rasgon reiterates NVIDIA with a Outperform and maintains $675 price target.,0
Nvidia plans to release three new chips for China - analysts,Nvidia plans to release new artificial intelligence chips aimed at the Chinese market less than a month after U.S. officials tightened the rules on selling high-end AI chips to China.,1
Nvidia plans to release three new chips for China - local media,"Nvidia is planning to release three new chips for China, local media reported on Thursday, weeks after the U.S. blocked it from selling two high-end artificial intelligence (AI) chips and one of its top gaming chips to Chinese firms.",1
"How Arm is gaining chip dominance with its architecture in Apple, Nvidia, AMD, Amazon, Qualcomm and more","Arm is seeing a surge of popularity, with its low-power chip architecture used by Apple, Amazon, Nvidia, AMD and more - helping make it the year's biggest IPO.",0
"Nvidia to Release Three New AI Chips for China, Report Says","Nvidia Corp. will release three new artificial intelligence chips for China, according to a report from state-affiliated news outlet Chinastarmarket, after the US further restricted the Asian nation’s access to advanced semiconductors last month.",1
"Nvidia, Lowe's, Best Buy, and More Stocks to Watch This Week",Nvidia reports earnings this week and the latest Federal Open Market Committee releases its latest meeting minutes.,1
"Stifel Reiterates Buy on NVIDIA, Maintains $600 Price Target",Stifel analyst Ruben Roy reiterates NVIDIA with a Buy and maintains $600 price target.,1
"Analyst Stays Bullish On Nvidia, Citing Strong Demand And Supply Shortage",Wedbush analyst Matt Bryson reiterated Nvidia Corp with an Outperform and a,1
"Piper Sandler Reiterates Overweight on NVIDIA, Maintains $620 Price Target",Piper Sandler analyst Harsh Kumar reiterates NVIDIA with a Overweight and maintains $620 price target.,1
"Wedbush Reiterates Outperform on NVIDIA, Maintains $600 Price Target",Wedbush analyst Matt Bryson reiterates NVIDIA with a Outperform and maintains $600 price target.,1
Dropbox and NVIDIA Team to Bring Personalized Generative AI to Millions of Customers,"Dropbox Plans to Leverage NVIDIA&#39;s AI Foundry to Build Custom Models and Improve AI-Powered Knowledge Work with Dropbox Dash Universal Search Tool and Dropbox AI Today, Dropbox, Inc. (NASDAQ:DBX) and NVIDIA",1
"Nvidia Forecast To Excel In Data Center, Gaming And Why Analysts Predict Strong Supply Improvement",Oppenheimer analyst Rick Schafer reiterated an Outperform rating on Nvidia Corp,1
Cloudera Supports Advanced NVIDIA AI Technologies,"Cloudera, the data company for trusted enterprise AI, announced additional support for key NVIDIA technologies in public and private clouds to help...",1
"Swiss Central Bank Slashed AMC Stake, Sells Apple, Nvidia, and Tesla Stock","The Swiss National Bank sold most of its investment in AMC stock, and cut back in Apple, Nvidia, and Tesla investments in the third quarter.",0
"Investors flock back to AI fund on rate cut hopes, Nvidia results","An exchange-traded fund tracking artificial intelligence stocks saw investors pouring money after six straight weeks of outflows, on the backdrop of strong quarterly results by chipmaker Nvidia and rising optimism that U.S. interest rates have peaked.",1
Nvidia Stock Is Falling. Here's Why It Just Can’t Break the $500 Level.,Nvidia stock has more than tripled this year but it can’t seem to break above the $500 mark. Even another stellar set of quarterly earnings couldn’t make it happen.,0
Nvidia shares fall as it reportedly delays China AI chip designed to comply with U.S. export rules,"Reuters, citing two sources familiar with the matter, reported that Nvidia told Chinese customers that it is delaying the launch of an AI chip that is designed to comply with U.S. export rules until the first quarter of next year.",0
"Walmart, Nvidia, Vista Outdoor, GM, and More Stock Market Movers","Walmart is well-positioned for the holiday season, according to an analyst, as Black Friday kicks off, and a report says Nvidia is delaying the launch of a new artificial-intelligence chip.",0
Exclusive: Nvidia delays launch of new China-focused AI chip -sources,"Nvidia has told customers in China it is delaying the launch of a new artificial intelligence chip it designed to comply with U.S. export rules until the first quarter of next year, two sources familiar with the matter said.",0
NVIDIA Announces Upcoming Events for Financial Community,"SANTA CLARA, Calif., Nov. 22, 2023 (GLOBE NEWSWIRE) -- NVIDIA will present at the following events for the financial community: UBS Global Technology ConferenceTuesday, Nov. 28, 11:35 a.m. Pacific time Wells Fargo",1
"Oppenheimer Reiterates Outperform on NVIDIA, Maintains $650 Price Target",Oppenheimer analyst Rick Schafer reiterates NVIDIA with a Outperform and maintains $650 price target.,1
Nvidia Stock Is Still Undervalued. So Are These 2 Smaller AI Plays.,Nvidia is the clear—and most obvious—beneficiary from the AI buildout but there are two other companies that are less well known to investors that should equally benefit in the year ahead.,1
Bitdeer Joins Forces With Nvidia In Cloud Service Launch,"SINGAPORE / ACCESSWIRE / November 30, 2023 / Bitdeer Technologies Group , a trailblazer in blockchain and high-performance computing, has recently announced a strategic partnership with NVIDIA Corporation,",1
Four Reasons Nvidia Will Keep Its AI Chip Dominance,Big Tech rivals are racing to catch up with Nvidia. It will be an uphill battle.,1
NVIDIA Corporation (NVDA) Presents at Wells Fargo 7th Annual TMT Summit Conference (Transcript),NVIDIA Corporation (NVDA) Presents at Wells Fargo 7th Annual TMT Summit Conference (Transcript),1
Nvidia CEO Jensen Huang says AI will be 'fairly competitive' with humans in 5 years,Nvidia CEO Jensen Huang said on Wednesday at the New York Times DealBook summit that AI is getting more competitive with humans,1
Nvidia CEO Says US Will Take Years to Achieve Chip Independence,"Nvidia Corp. Chief Executive Officer Jensen Huang, who runs the semiconductor industry’s most valuable company, said the US is as much as 20 years away from breaking its dependence on overseas chipmaking.",0
"Nvidia CEO: Senior executives don't need pampering, career guidance",Huang says that he has so many direct reports — most executives only have 10 or so — because it keeps Nvidia from developing unnecessary layers of management.,1
Nvidia CEO: U.S. chipmakers at least a decade away from China supply chain independence,"Nvidia CEO Jensen Huang thinks the U.S. is still at least a decade away from China chip supply chain independence, adding that it was ""absolutely"" needed.",0
Nvidia CEO aims to set up a base in Vietnam,"Nvidia wishes to establish a base in Vietnam to develop the country's semiconductor industry as it considers the Vietnamese market an important one, the Vietnamese government said, citing the U.S. chipmaker's chief executive.",1
"Big Pension Exits Palantir Stake. It Sold AT&T, and Bought Intel and Nvidia Stock.","PSP Investments sold out of its Palantir position, slashed a stake in AT&T, and bought more shares of chip makers Intel and Nvidia.",1
Nvidia to partner Malaysia's YTL Power in $4.3 bln AI development project,"Malaysian conglomerate YTL's utilities unit will partner with U.S technology giant Nvidia to develop artificial intelligence (AI) infrastructure in the Southeast Asian country, in a $4.3 billion investment deal.",1
Nvidia set to discuss chip deals in Vietnam next week,"U.S. chip giant Nvidia will discuss cooperation deals on semiconductors with Vietnamese tech companies and authorities in a meeting on Monday in Hanoi, an invitation letter to participants seen by Reuters showed.",1
AMD stock spikes after company launches AI chip to rival Nvidia,"For the past year, AI chips have been dominated by Nvidia, and cloud providers and technology companies have been searching for an alternative.",0
Meta and Microsoft say they will buy AMD's new AI chip as an alternative to Nvidia,"AMD's newest AI chip, the Instinct MI300X, could give big tech buyers leverage over Nvidia, if it works as advertised and is price-competitive.",0
Nvidia working closely with US to ensure new chips for China are compliant with curbs,"Nvidia is working closely with the U.S. government to ensure new chips for the Chinese market are compliant with export curbs, CEO Jensen Huang said on Wednesday.",1
"Nvidia Sees Huawei as Formidable AI Chipmaking Rival, CEO Says","Huawei Technologies Co. is among a field of “very formidable” competitors to Nvidia Corp. in the race to produce the best AI chips, according to the American company’s chief.",0
Intel unveils new AI chip to compete with Nvidia and AMD,"Intel announced new details about PC, server, and AI chips on Thursday, including Gaudi3, an AI chip for generative AI software that will compete with Nvidia.",0
Why we see a way forward for Nvidia in China — plus our take on 2 other stocks in the news,Jim Cramer's interview with an influential member of President Joe Biden's cabinet proved encouraging for Club holding Nvidia.,1
"VISIE Inc., a Medtech Computer Vision and Spatial Computing Company, Joins NVIDIA Inception to Up Its Computing Power","VISIE Inc., formerly Advanced Scanners, today announced it has joined NVIDIA Inception, a program that empowers early-stage companies revolutionizing industries with technological advancements. This press release",1
Nvidia to Invest in Chip Production in Vietnam. It’s All About Spreading the Risk.,"Nvidia intends to turn Vietnam into a “major chip manufacturing hub”, according to the Vietnamese government. It's the latest sign the chip maker wants to lessen its dependence on Taiwan.",1
"Nvidia Sees Vietnam as Potential Second Home, Reports Say","Nvidia Corp.’s Chief Executive Officer Jensen Huang sees Vietnam as a potential second home for the Silicon Valley company and it plans to open a legal entity in the Southeast Asian country, according to Vietnamese media.",1
Nvidia Data Center Tie-Up Boosts YTL Power to Record High,Malaysian utility firm YTL Power International Bhd. jumped to a record high after its announcement of a partnership with Nvidia Corp. to build a 20 billion ringgit ($4.3 billion) artificial intelligence data center in the Southeast Asian country.,1
Looking for alternatives to Nvidia? Futurum CEO names 3 he's bullish on for 2024,"Nvidia made a splash in 2023, given the artificial intelligence buzz. But it's not the only one worthy of mention — Daniel Newman names his top picks for 2024.",0
"UBS chart analysts say short Nvidia in 2024, see 20% to 30% correction in stock","This year's blowout rally in shares of Nvidia looks poised for a pullback in 2024, according to a group of chart analysts at UBS.",0
Nvidia to launch slower version of its gaming chip in China to comply with U.S. export controls,Nvidia is set to launch a slower version of its RTX 4090 gaming processor in China in order to comply with U.S. export restrictions.,1
Nvidia launches new gaming chip for China to comply with US export controls,U.S. chipmaker Nvidia on Thursday launched a modified version of an advanced gaming chip designed to comply with U.S. export controls targeting China.,1
Generative AI's breakout year produced hefty profits for Nvidia and lofty experiments for others,"OpenAI set the stage for a wild year in technology when it released ChatGPT in late 2023, but Nvidia was the big beneficiary.",1
Here are 3 stocks — other than Nvidia — getting an AI premium from Wall Street,"While Nvidia was the big winner for investors this year in the generative AI boom, other tech stocks have also gotten a boost ",1
"Friday's analyst calls: Nvidia a top pick, RBC sees big gains ahead for this cloud stock",Nvidia and a cloud stocks were in focus among Friday's analyst calls.,1
"Perplexity AI valued at $520 mln in funding from Bezos, Nvidia",Perplexity AI has raised $73.6 million in its latest funding round from a group of investors including U.S. chip designer Nvidia and Amazon founder Jeff Bezos in a deal valuing the artificial intelligence startup at $520 million.,1
Ansys Accelerates Autonomous Vehicle Development with NVIDIA Omniverse,"Ansys (NASDAQ: ANSS) announced that Ansys AVxcelerate Sensors will be accessible within NVIDIA DRIVE Sim, a scenario-based AV simulator powered by...",1
"DA Davidson Initiates Coverage On NVIDIA with Neutral Rating, Announces Price Target of $410",DA Davidson analyst Gil Luria initiates coverage on NVIDIA with a Neutral rating and announces Price Target of $410.,2
Abercrombie & Fitch Beat Nvidia in 2023. What's Next.,"The retailer’s 285% gain outpaced the S&P 500’s top five performers, including Nvidia.",0
Abercrombie & Fitch Beat Nvidia in 2023. What to Expect This Year.,"The retailer’s 285% gain outpaced the S&P 500’s top five performers, including Nvidia.",0
