Titles,Descriptions,Label
U.S. Firms Dig Into Microsoft Tools for More Business Value,"After adopting cloud-based platforms in response to COVID-19, enterprises are working with Microsoft partners to unlock new capabilities, ISG Provider Lens™ report says",1
Microsoft offers to charge for Teams to address EU antitrust concerns,"Microsoft has offered to charge different prices for its Office product with and without its Teams app to stave off a possible EU antitrust investigation and fine, two people familiar with the matter said.",1
"Biden meets Microsoft, Google CEOs on AI dangers",President Joe Biden met with CEOs of top artificial intelligence companies including Microsoft and Alphabet's Google on Thursday and made clear they must ensure their products are safe before they are deployed.,0
Acceleration Economy Practitioner Analysts Announce Generative AI Digital Summit Featuring Google and Microsoft,"Acceleration Economy Practitioner Analysts, alongside Google and Microsoft, are introducing the Generative AI Digital Summit running Thursday May 25th at noon Eastern with a focus on the future of work, evolution of",1
Microsoft helping finance AMD's expansion into AI chips- Bloomberg,"Microsoft Corp is working with Advanced Micro Devices Inc on the chipmaker's expansion into artificial intelligence processors, Bloomberg News reported on Thursday, citing people with knowledge of the matter.",1
Microsoft helping finance AMD's expansion into AI chips- Bloomberg News,"Microsoft Corp is working with Advanced Micro Devices Inc on the chipmaker's expansion into artificial intelligence processors, Bloomberg News reported on Thursday, citing people with knowledge of the matter.",1
Microsoft Is Helping Finance AMD’s Expansion Into AI Chips,"Microsoft Corp. is working with Advanced Micro Devices Inc. on the chipmaker’s expansion into artificial intelligence processors, according to people with knowledge of the situation, part of a multipronged strategy to secure more of the highly coveted components.",1
"VP Harris tells Microsoft, Google they have legal responsibility to ensure safety of AI products","U.S. Vice President Kamala Harris on Thursday told the chief executives of tech companies including Microsoft and Google they have a ""legal responsibility"" to ensure the safety of their artificial intelligence products.",1
"White House meets Microsoft, Google CEOs on AI dangers","The White House is hosting CEOs of top artificial intelligence companies, including Alphabet Inc's Google and Microsoft , on Thursday to discuss risks and safeguards as the technology catches the attention of governments and lawmakers globally.",0
Microsoft to defend Activision deal in gamers' lawsuit in US court,"Microsoft Corp on Friday will defend its $69 billion planned acquisition of ""Call of Duty"" maker Activision Blizzard Inc , in a private antitrust lawsuit in San Francisco federal court brought by video gamers who claim the deal will harm industry competition and should be stopped.",0
"Wedbush Maintains Outperform on Microsoft, Raises Price Target to $340",Wedbush analyst Daniel Ives maintains Microsoft with a Outperform and raises the price target from $325 to $340.,1
"UK restricts Microsoft, Activision from buying interest in each other","Britain's competition regulator has published an interim order restricting Microsoft and Activision from acquiring an interest in each other without its consent, weeks after it blocked their $69 billion merger.",0
Alphabet Strikes Back at Microsoft. How Analysts See the AI Battle Shaping Up.,New Artificial Intelligence features should help Google keep its search-engine dominance but it's still chasing Microsoft elsewhere.,0
Google I/O 2023: Search king adds AI to respond to Microsoft challenge,"Alphabet Inc's Google is rolling out more artificial intelligence for its core search product, hoping to create some of the same consumer excitement generated by Microsoft Corp's update to rival search engine Bing in recent months.",0
Microsoft Freezes Salaries to Navigate Economic Uncertainty,"Microsoft Corp. has decided to freeze pay for all full-time workers this year to help it navigate macroeconomic ructions, becoming the latest US tech leader to tighten its belt during a time of mounting uncertainty.",0
Microsoft signs power purchase deal with nuclear fusion company Helion,"Private U.S. nuclear fusion company Helion Energy will provide Microsoft with electricity in about five years, the companies said on Wednesday, in the first such deal for the power source that fuels the sun but has been elusive on Earth.",1
"RBC Capital Reiterates Outperform on Microsoft, Maintains $350 Price Target",RBC Capital analyst Rishi Jaluria reiterates Microsoft with a Outperform and maintains $350 price target.,1
Musk’s Lawyer Sends Letter to Microsoft on Twitter Data Misuse,"Elon Musk’s top outside attorney sent Microsoft Corp. Chief Executive Officer Satya Nadella a letter Thursday, saying Microsoft had accessed Twitter’s data for unauthorized purposes.",0
Read the letter: Twitter accuses Microsoft of using its data in unauthorized ways,"Twitter wrote a letter to Microsoft on Thursday, claiming the software company is using its data in unauthorized ways.",0
Twitter Says Microsoft May Have Violated API Policies,Elon Musk has publicly criticized Microsoft in recent months.,0
"Twitter alleges ""unauthorized"" data usage by Microsoft","Twitter Inc has alleged that Microsoft Corp violated an agreement over using the social media company's data, according to a letter seen by Reuters on Thursday.",0
Twitter alleges Microsoft improperly used its data,"Twitter Inc has alleged that Microsoft Corp violated an agreement over using the social media company's data, according to a letter seen by Reuters on Thursday.",0
Twitter alleges improper data usage by Microsoft,"Twitter Inc has alleged that Microsoft may have violated an agreement over using the social media company's data, according to a letter seen by Reuters on Thursday.",0
Twitter accuses Microsoft of improperly using its data - NYT,"Twitter Inc sent a letter to Microsoft Chief Executive Satya Nadella, accusing the tech giant of improperly using the social media company's data, The New York Times reported on Thursday.",0
Microsoft keyboard users are ‘so devastated’ after discontinuation of accessories,"After Microsoft said it plans to discontinue several keyboard models and focus on its Surface brand, the news caused sadness for some devotees",0
Microsoft sets out grounds for Activision appeal against UK regulator,"Microsoft is challenging Britain's decision to block its $69 billion takeover of ""Call of Duty"" maker Activision Blizzard on the grounds of ""fundamental errors"" in the assessment of Microsoft's cloud gaming services.",0
Microsoft sets out Activision appeal against UK regulator,"Microsoft is challenging Britain's decision to block its $69 billion takeover of ""Call of Duty"" maker Activision Blizzard on the grounds of ""fundamental errors"" in the assessment of Microsoft's cloud gaming services.",0
Microsoft chief says deep fakes are biggest AI concern,"Microsoft President Brad Smith said Thursday that his biggest concern around artificial intelligence was deep fakes, realistic looking but false content.",0
Microsoft is sprinkling OpenAI everywhere to try and keep software makers interested in its platforms,"This week Microsoft gave developers a slew of new tools to take advantage of artificial intelligence, thanks to a broad alliance with startup OpenAI.",1
Microsoft Calls for a New US Agency and Licensing for AI,"Microsoft Corp. is calling for a new US agency to regulate artificial intelligence and licensing requirements to operate the most powerful AI tools, company President Brad Smith said Thursday.",1
GEP USES MICROSOFT AZURE OPENAI SERVICE TO ENHANCE ITS PROCUREMENT &amp; SUPPLY CHAIN SOFTWARE SOLUTIONS,GEP has integrated Microsoft Azure OpenAI Service into its flagship software that enables clients to identify potential risks and optimize procurement and supply chain operations on a global scaleMicrosoft&#39;s AI,1
1E Announces Comprehensive Solution for Microsoft Intune,"New solution helps IT teams maximize the value of their Microsoft Intune investment 1E, a Digital Employee Experience (DEX) platform leader, today announced the launch of 1E for Microsoft Intune. This new solution",1
"Microsoft Could See AI Revenue Boost of $100 Billion by 2027, Analyst Says","Evercore ISI analyst Kirk Materne says artificial intelligence is going to provide a gigantic boost to Microsoft, which is in a ""unique position to monetize the platform shift to AI.""",1
"Evercore ISI Group Maintains Outperform on Microsoft, Raises Price Target to $400",Evercore ISI Group analyst Kirk Materne maintains Microsoft with a Outperform and raises the price target from $337 to $400.,1
Companies like Microsoft can help manage migration: incoming UN migration chief,The incoming head of the U.N. migration agency said on Thursday that she has talked to companies like Microsoft to see how they can build partnerships to manage migration.,1
Microsoft Awards Tinuiti Global Client Partner of the Year,"Tinuiti Takes Home Its Third Microsoft Advertising Partner Award in 2023 for Game-Changing Work with SPARC Group NEW YORK, June 1, 2023 /PRNewswire/ -- Tinuiti, the largest independent performance marketing firm in the",1
"Microsoft inks computing infrastructure deal with CoreWeave, CNBC reports","Microsoft Corp may spend billions of dollars over multiple years on computing infrastructure from start-up CoreWeave, CNBC reported on Thursday, citing people familiar with the matter.",1
Microsoft inks deal for A.I. computing power with Nvidia-backed CoreWeave that could be worth billions,Microsoft is seeing so much demand for its cloud infrastructure for artificial intelligence workloads that it's signing up a startup to help provide capacity.,1
System1 Named Microsoft Advertising&#39;s Global Supply Partner of the Year,"System1, Inc. (NYSE:SST), an omnichannel customer acquisition marketing platform, announced today that it has been named Microsoft Advertising&#39;s 2023 Global Supply Partner of the Year. System1 has been chosen as the",1
Microsoft flags over $400 mln charge for Irish privacy violation fine on LinkedIn,Software major Microsoft Corp said on Thursday it expected to take a charge of about $425 million in the current quarter for a potential fine from an Irish regulator over alleged privacy violations at its unit LinkedIn.,1
"Malaysia Woos Microsoft, Google to Bolster Data Hub Ambitions","Malaysia wants to lure Microsoft Corp. and Alphabet Inc.’s Google in its drive to be a data hub and as it positions itself as a neutral supply chain base amid rising US-China tensions, according to Trade Minister Zafrul Abdul Aziz.",1
"BMO Capital Maintains Outperform on Microsoft, Raises Price Target to $385",BMO Capital analyst Keith Bachman maintains Microsoft with a Outperform and raises the price target from $347 to $385.,1
Shapeways and Microsoft Win 2023 TCT Award,"Shapeways Configurator for Microsoft Adaptive Accessories Recognized Shapeways, Inc. (NYSE:SHPW), a global leader in the large and fast-growing digital manufacturing industry, has been chosen with Microsoft, as the",1
Options Named Microsoft Solutions Partner for Security,"Leading Infrastructure and Market Data Provider Confirms Position as Microsoft Solutions Partner for Security Options Technology, the leading provider of cloud-enabled managed services to the global capital markets,",1
Satori&#39;s Data Security Platform is Selected for the Microsoft Pegasus Program and is Available in the Azure Marketplace,"SUNNYVALE, Calif., June 08, 2023 (GLOBE NEWSWIRE) -- Satori, the industry&#39;s leading data security platform, today announces its inclusion in the exclusive Microsoft for Startups Pegasus Program. Its selection to an",1
"Microsoft, Google strategy to test AI search ads irks some brands","Alphabet's Google and Microsoft are inserting ads into AI experiments without providing an option to opt out of participation, an approach that has already rankled some brands and risks further pushback from the industry, ad buyers told Reuters.",1
Microsoft to offer OpenAI's GPT models to government cloud customers,"Microsoft Corp is bringing the powerful language-producing models from OpenAI to U.S. federal agencies using its Azure cloud service, it said in a blog post on Wednesday.",1
Microsoft Puts NYC Times Square Offices on Market Amid Pullback,Microsoft Corp. is looking to sublease offices in Manhattan’s Times Square as major technology companies cut back on real estate.,1
Microsoft says early June service outages were cyberattacks,"Microsoft said on Friday that the outages that affected certain services of the company through some of the earlier days of this month were the result of cyberattacks, but said it saw no evidence of any customer data being accessed or compromised.",1
Microsoft Looks to the Stars While Doing Activision Duty,"Microsoft, with its Activision Blizzard deal still uncertain, is advancing its cloud-centric subscription-based business model with a slate of coming Xbox videogames including “Starfield.”",1
Factbox: Potential outcomes of FTC legal bids to block Microsoft-Activision deal,"Microsoft , which is seeking to buy games giant Activision ATVI.O, faces two legal fights in coming weeks with U.S. antitrust enforcers who are determined to stop the $69 billion transaction.",0
Microsoft notches record high valuation of nearly $2.6 trillion,Microsoft Corp shares rose to a new record high close on Thursday as market optimism about the prospects of artificial intelligence (AI) has helped buoy the technology giant to a record market capitalization of $2.59 trillion.,1
BlackRock Hires Microsoft Veteran to Oversee Corporate Affairs,"BlackRock Inc. named John Kelly, a former senior executive at Microsoft Corp. and Starbucks Corp., to oversee public policy and communications as lawmakers continue to scrutinize the world’s largest money manager, especially over ESG investing.",1
Microsoft Shares on Course for New Record High as Rally Gains Steam,"Microsoft Corp. is on pace to close at a record high, becoming the third mega-cap technology firm after Nvidia Corp. and Apple Inc. to scale new heights this year as the sector rebounds on hopes that the Federal Reserve will start cutting interest rates.",1
FSi Strategies Becomes Designated Microsoft Solutions Provider for Security,"VIENNA, Va., June 15, 2023 /PRNewswire/ -- FSi Strategies, a leading provider of Managed IT Services and Professional IT Services, is excited to announce that the company has received the Microsoft designation of",1
"Mizuho Maintains Buy on Microsoft, Raises Price Target to $360",Mizuho analyst Gregg Moskowitz maintains Microsoft with a Buy and raises the price target from $340 to $360.,1
Microsoft Executive Vows to Keep ‘Call of Duty’ on Sony Consoles,"A Microsoft Corp. executive vowed in court that after the company’s $69 billion acquisition of Activision Blizzard Inc. Call of Duty will remain available on rival Sony Corp’s PlayStation devices, countering the US Federal Trade Commission’s claim that the purchase would thwart competition in the console gaming market.",1
Microsoft says it looked at acquiring Zynga but opted to go bigger with Activision,"Microsoft has been eager to grow in mobile gaming to stay relevant with consumers, and previously had talks about acquiring Zynga.",1
"Satya Nadella Keeps Reinventing Microsoft, This Time with AI","Nadella overhauled Microsoft by turning to the cloud, triggering a rebound that made him one Wall Street’s favorite CEOs.",1
Microsoft says new computing service for chemicals can slash R&D time,Microsoft Corp on Wednesday introduced a new computing service aimed at helping chemical companies speed up the research and development of new materials.,1
Flutterwave Announces a Five-Year Strategic Technology Agreement with Microsoft,"Flutterwave to further power global digital payments on the Microsoft Azure cloud platform. LONDON, June 22, 2023 /PRNewswire/ -- Flutterwave a leading African payments technology company today announced it is working",1
Microsoft Says Even Rival Sony Had No Concern Over Activision Deal,Microsoft Corp. began its court fight with the Federal Trade Commission over the $69 billion purchase of Activision Blizzard Inc. by saying that even an executive at rival Sony Corp. had acknowledged the deal wasn’t “an exclusivity play” to hurt the PlayStation gaming console.,1
Bow Valley College announces collaboration with Microsoft Canada to drive innovation and digital transformation,"Calgary, June 21, 2023 (GLOBE NEWSWIRE) -- Bow Valley College is proud to announce a first-of-its-kind collaboration with Microsoft Canada, with the goal of advancing the college&#39;s digital transformation journey and",1
Accenture and Microsoft Expand Collaboration to Help Organizations Accelerate Responsible Adoption of Generative AI,"Expanding their decades-long collaboration, Accenture (NYSE:ACN) and Microsoft are collaborating to help organizations adopt the disruptive power of generative AI, accelerated by the cloud, to fundamentally transform",1
Microsoft Judge Grills US Regulator on User Harm From Activision Merger,The US Federal Trade Commission’s chances of holding up Microsoft Corp.’s $69 billion bid to buy Activision Blizzard Inc. appeared uncertain after a federal judge challenged the agency’s argument that the proposed transaction would hurt gamers.,0
Microsoft president goes to Europe to shape AI regulation debate,"Microsoft President Brad Smith on Thursday talked up the benefits of regulating artificial intelligence and how the U.S. software giant can help, reiterating a message to a Brussels audience that he delivered in Washington last month.",1
Microsoft-backed AI startup Inflection raises $1.3 billion from Nvidia and others,"Inflection AI, a startup backed by several Silicon Valley heavyweights, said on Thursday it had raised $1.3 billion from investors including Microsoft and Nvidia, amid a boom in the artificial intelligence (AI) sector.",1
Microsoft-backed AI startup Inflection raises $1.3 bln from Nvidia and others,"Inflection AI, a startup backed by several Silicon Valley heavyweights, said on Thursday it had raised $1.3 billion from investors including Microsoft and Nvidia, amid a boom in the artificial intelligence (AI) sector.",1
Continuant Recognized as Winner of 2023 Microsoft Converged Communication Partner of the Year,"FIFE, Wash., June 29, 2023 /PRNewswire/ -- Continuant today announced it has been awarded as Microsoft&#39;s 2023 Global Partner of the Year for Converged Communications. The company was honored among a global field of",1
"Inflection AI Announces $1.3 Billion of Funding Led by Current Investors, Microsoft, and NVIDIA","Inflection AI builds the world&#39;s largest AI cluster Inflection AI today announced that the company has raised $1.3 billion in a fresh round of funding led by Microsoft, Reid Hoffman, Bill Gates, Eric Schmidt, and new",1
"Moody’s Will Use Microsoft, OpenAI for Research Tool to Assess Risk",Ratings and research firm already rolled out Microsoft AI assistant to its employees,1
"Moody&#39;s and Microsoft Develop Enhanced Risk, Data, Analytics, Research and Collaboration Solutions Powered by Generative AI","Strategic Partnership for Next-Gen Solutions Built on Microsoft Azure OpenAI Service, Microsoft Fabric, and Microsoft Teams and Moody&#39;s Proprietary Data to Empower Financial Services, Capital Markets and More Moody&#39;s",1
"Prime Day Laptop Deals 2023: Early Microsoft Surface, Dell, HP, Apple MacBook &amp; More Laptop Deals Ranked by Retail Replay","Early Prime Day laptop &amp; Chromebook deals for 2023 are here, explore all the best early Prime Day Acer, ASUS, Lenovo, Microsoft Surface, Dell, Apple MacBook &amp; HP savings right here on this page Find all the",2
"Microsoft-backed AI4Bharat set to raise $12 mln funding from Peak XV, Lightspeed - sources","AI4Bharat, a start-up backed by Microsoft, is raising $12 million from venture capital firms Peak XV and Lightspeed Venture to develop artificial intelligence-powered chatbots for Indian languages, according to three people familiar with the matter.",2
Microsoft CFO Amy Hood warned employees not to 'build a gold toilet',"Microsoft was in fact working on a gold toilet, the CEO of gaming at Microsoft, said in an email as the company was preparing to test cloud streaming.",2
Morgan Stanley Sees Strong Growth Potential for Microsoft in Enterprise Software with Generative AI,"Morgan Stanley analyst Keith Weiss maintains Microsoft Corp with an Overweight, raising the",1
Here's Why Microsoft Is the Only Stock Rising in the Dow on Thursday,Morgan Stanley analyst Keith Weiss raises his 12-month price target on Microsoft stock to $415 from $335.,1
Morgan Stanley raises Microsoft stock outlook above $3 trillion because of A.I.,"Morgan Stanley raised its price target on Microsoft shares to a Street high $415, implying the company's market cap will exceed $3 trillion. ",1
AI Seen Fueling Microsoft to $3 Trillion Value in Morgan Stanley Model,Artificial intelligence-driven gains can propel Microsoft Corp. to join Apple Inc. in the elite category of stocks with a market capitalization of more than $3 trillion.,1
Microsoft Canada Recognizes Difenda as Winner of the 2023 Security Impact Award,Difenda is proud to announce it has won the 2023 Microsoft Canada Security Impact Award. These annual Canadian awards recognize the Microsoft partners who have enhanced the lives of Canadians by championing diversity,2
Microsoft Agrees to Keep ‘Call of Duty’ on Sony Playstation,Microsoft Corp. said it has a binding agreement to keep the Call of Duty franchise on the Sony Playstation platform as its planned acquisition of Activision Blizzard Inc. appears closer to completion.,2
Microsoft signs agreement to keep Call of Duty on Playstation,"Microsoft has signed an agreement to keep Call of Duty on PlayStation following the acquisition of Activision Blizzard, Microsoft Gaming CEO Phil Spencer said in a tweet on Sunday.",1
Microsoft and Sony sign deal to keep Activision's Call of Duty on PlayStation,"Microsoft and Sony have signed an agreement to keep Activision's best-selling Call of Duty series available on PlayStation, after the conclusion of the deal.",1
FTC Loses Appeal Bid to Block Microsoft-Activision Deal,"A US appeals court denied a Federal Trade Commission bid to pause Microsoft Corp.’s acquisition of Activision Blizzard Inc. Friday, clearing a path for the companies to close the largest gaming deal ever in the US.",1
Microsoft says hackers used code flaw to steal emails from government agencies,Microsoft says that hackers used a flaw in its code to steal emails from government agencies and other clients.,0
UK regulator extends Microsoft-Activision deadline to Aug. 29,"Britain's competition regulator on Friday extended its final deadline on Microsoft's $69 billion Activision Blizzard deal to Aug. 29 after its received a ""detailed and complex"" new proposal from Microsoft that claimed material changes in circumstance.",2
"JPMorgan, Citigroup, Wells Fargo, Microsoft, UnitedHealth, and More Stock Market Movers","JPMorgan Chase, Wells Fargo, and Citigroup are scheduled to report earnings Friday, UnitedHealth raises its 2023 outlook, and Microsoft shares are upgraded. ",2
"UBS Upgrades Microsoft to Buy, Raises Price Target to $400",UBS analyst Karl Keirstead upgrades Microsoft from Neutral to Buy and raises the price target from $345 to $400.,1
"Microsoft, GM, Verizon, Alphabet, Exxon Mobil, Meta, and More to Watch","The Federal Reserve is expected to raise interest rates on Wednesday. Plus, earnings reports from Alphabet, Microsoft, Visa, General Electric, Verizon, Meta Platforms, and more.",2
Microsoft shares hit a record high this week. How the pros are playing it,Microsoft shares catapulted to all-time highs this week after announcing pricing for an A.I. tool. Where the stock goes from here.,1
"Amazon, Google, Meta, Microsoft and other tech firms agree to AI safeguards set by the White House","Amazon, Google, Meta, Microsoft and other companies that are leading the development of artificial intelligence technology have agreed to meet a set of AI safeguards brokered by U.S. President Joe Biden's administration.",1
CMA Chief Rejects Claims Regulator Bowed to Microsoft Pressure,Britain’s top antitrust enforcer pushed back against claims that the watchdog was forced into a reconsidering its Microsoft Corp.’s $69 billion Activision Blizzard Inc. deal veto as global regulators moved to back the acquisition.,0
Microsoft-Activision Antitrust Win Raises M&A Revival Hopes,Microsoft Corp.’s success fighting the Federal Trade Commission’s challenge to its $69 billion Activision Blizzard Inc. acquisition could ease the path to more deals at a time when Wall Street has been confronting a severe merger drought.,1
"White House secures voluntary pledges from Microsoft, Google to ensure A.I. tools are secure","Amazon, Anthropic, Google, Inflection, Meta, Microsoft and OpenAI each agreed Friday to a set of voluntary commitments in developing the technology.",1
Exclusive: Microsoft hit with EU antitrust complaint by German rival,"Microsoft was hit with an EU antitrust complaint by German rival alfaview on Thursday, the second so far over its bundling of video app Teams into its Office product, as the bloc's regulator prepares to investigate the U.S. tech giant.",0
"Oppenheimer Reiterates Outperform on Microsoft, Maintains $410 Price Target",Oppenheimer analyst Timothy Horan reiterates Microsoft with a Outperform and maintains $410 price target.,1
Microsoft warns of service disruptions if it can’t get enough A.I. chips for its data centers,Microsoft has been hungry for thousands of graphics processing units to ramp up capacity for artificial intelligence. Not having enough could spell trouble.,1
"AIS Earns Eleventh Microsoft Advanced Specialization with AI and Machine Learning, Reinforcing Leadership in Azure OpenAI","AIS (Applied Information Sciences), experts in helping organizations modernize and innovate with Microsoft Cloud, proudly announces its attainment of the AI and Machine Learning on Microsoft Azure and DevOps with GitHub",1
"Microsoft ‘Bears Responsibility’ For China-Tied Hacks, Senator Says","In a scathing letter sent to key federal agencies, Senator Ron Wyden called for multiple investigations of Microsoft Corp. over a breach of US officials email accounts by China-linked hackers.",0
CDI Achieves Prestigious Microsoft Modernize Endpoints Advanced Specialization,"Leading IT systems integrator, CDI (Computer Design &amp; Integration), has again achieved one of Microsoft&#39;s highest levels of partner recognition, the Modernize Endpoints Advanced Specialization. This additional",1
"US Senator Wyden asks FTC, CISA, DOJ to 'take action' against Microsoft following hack","Oregon Senator Ron Wyden has asked the Federal Trade Commission, the Cybersecurity and Infrastructure Security Agency and the Department of Justice to 'take action' against Microsoft following a China-linked hack that reportedly resulted in the theft of thousands of government emails from top U.S. officials.",0
"Netflix reworks Microsoft pact, lowers ad prices - WSJ","Netflix is restructuring its advertising partnership with Microsoft for its lower-priced ad-supported subscription plan and is also cutting ad prices, the Wall Street Journal reported on Thursday.",1
Box Announces Integration with Microsoft 365 Copilot to Bring AI to Enterprise Content,"Releases Enhanced Capabilities Between Box and Microsoft 365 to Boost Collaboration in Microsoft Teams and Office Products Box, Inc. (NYSE:BOX), the leading Content Cloud, today announced a new plugin for Microsoft&#39;s",1
The Valence SaaS Security Platform is now available in the Microsoft Azure Marketplace,"TEL AVIV, Israel, Aug. 03, 2023 (GLOBE NEWSWIRE) -- Valence Security today announced the availability of its Collaborative SaaS Security Remediation Platform in the Microsoft Azure Marketplace, an online store",1
Microsoft is touting the size and growth rate of its Salesforce rival Dynamics,"Dynamics grew faster than almost all other parts of Microsoft in the latest fiscal year, and the company is now giving investors more clarity on its size.",2
Microsoft says Russia-linked hackers behind dozens of Teams phishing attacks,"A Russian government-linked hacking group took aim at dozens of global organizations with a campaign to steal login credentials by engaging users in Microsoft Teams chats pretending to be from technical support, Microsoft researchers said on Wednesday.",0
Certiport announces the 2023 Microsoft Office Specialist and Adobe Certified Professional World Champions,"ORLANDO, Fla., Aug. 02, 2023 (GLOBE NEWSWIRE) -- Certiport, a Pearson VUE business, today announces that the winners of the 2023 Microsoft Office Specialist and Adobe Certified Professional National Championships.",1
"Tigress Financial Reiterates Buy on Microsoft, Raises Price Target to $433",Tigress Financial analyst Ivan Feinseth reiterates Microsoft with a Buy and raises the price target from $411 to $433.,1
"Apple, Microsoft remain world's top 2 companies by market cap",Tech giants Apple and Microsoft remained the top two global companies by market capitalisation at the end of July after riding this year's rally in technology shares.,1
How Amazon is racing to catch Microsoft and Google in generative A.I. with custom AWS chips,"CNBC got an exclusive look inside Amazon's chip lab, where AWS designs custom silicon in a race to catch Microsoft and Google in the generative A.I. race",0
Globant Launches Microsoft Studio for Businesses to Embrace the Cloud and AI Revolution,"NEW YORK, Aug. 11, 2023 /PRNewswire/ -- Globant (NYSE:GLOB), a digitally native company focused on reinventing businesses through innovative technology solutions, today announced the launch of a dedicated Microsoft",1
"US cyber body to review cloud computing safety, Microsoft breach","A U.S. cyber safety body will review issues relating to cloud-based identity and authentication infrastructure that will include an assessment of a recent Microsoft breach that led to the theft of emails from U.S. government agencies, the Department of Homeland Security (DHS) said on Friday.",0
"Redburn Partners Maintains Buy on Microsoft, Lowers Price Target to $440",Redburn Partners analyst Alex Haissl maintains Microsoft with a Buy and lowers the price target from $450 to $440.,1
"Redgate Unveils Microsoft as Premier Sponsor of PASS Data Community Summit, Alongside Rise in Demand for Cloud Skills","The news that Microsoft will once again be the Premier Sponsor of the 2023 PASS Data Community Summit is a welcome sign, given the increasing shift to the cloud, Redgate Software announced today. The Summit which will",1
Exela Technologies Leverages Generative AI with Microsoft Azure OpenAI Service,"IRVING, Texas and PUNE, India, Aug. 10, 2023 (GLOBE NEWSWIRE) -- Exela Technologies, Inc. (NASDAQ:XELA, XELAP)), a leader in business processing automation (&#34;BPA&#34;) today announced its collaboration with Microsoft to",1
Protiviti Achieves AI and Machine Learning in Microsoft Azure Specialization; Launches Microsoft AI Center of Excellence and AI Solutions,"After achieving the elite AI and Machine Learning in Microsoft Azure specialization, Protiviti has launched new Microsoft Artificial Intelligence (AI) Center of Excellence and AI Solutions to help clients adopt",1
Illumio Simplifies Zero Trust Policy Enforcement with the General Availability of Illumio for Microsoft Azure Firewall,"SUNNYVALE, Calif., Aug. 09, 2023 (GLOBE NEWSWIRE) -- Illumio, Inc., the Zero Trust Segmentation company, today announced the general availability of Illumio for Microsoft Azure Firewall. This integrated solution makes",0
Microsoft plans AI service with Databricks that could hurt OpenAI- The Information,"Microsoft is planning to start selling a new version of Databricks software that helps customers make AI apps for their businesses, The Information reported on Thursday, citing people with direct knowledge of the plan.",1
Microsoft to shut Xbox 360's online store next year,"Microsoft said on Thursday it would pull the plug on Xbox 360's online store and marketplace next year, as it focuses on its latest consoles and subscription service Game Pass.",0
Orbbec announces family of products based on Microsoft iToF Depth Technology,"Orbbec and Microsoft&#39;s collaboration marks a new era of accessibility for AI developers to tap the power of 3D vision for their applications. TROY, Mich., Aug. 17, 2023 /PRNewswire/ -- Orbbec, an industry leader",1
"LMS365 Welcomes Microsoft Veteran, David Willis, to the Board of Directors","AARHUS, Denmark, Aug. 17, 2023 /PRNewswire/ -- LMS365, the leading learning management solution integrated within Microsoft Teams, is delighted to announce the appointment of David Willis to its board of directors. With",1
"8x8 Phone App for Microsoft Teams Delivers Cost-effective, Native Calling Experience for Teams Users","Next Generation Version Expands 8x8&#39;s Microsoft Teams Solution Portfolio, Providing Seamless User and Admin Experiences and Improved Performance 8x8, Inc. (NASDAQ:EGHT), a leading integrated cloud contact center",1
IBM Consulting Collaborates with Microsoft to Help Companies Accelerate Adoption of Generative AI,"ARMONK, N.Y., Aug. 17, 2023 /CNW/ -- Today, IBM (NYSE:IBM) is expanding its collaboration with Microsoft to help joint clients accelerate the deployment of generative AI - and deliver a new offering that will provide",1
SkyHive Now Available in the Microsoft Azure Marketplace,"Microsoft Azure customers worldwide gain access to SkyHive&#39;s Human Capital Operating System to take advantage of the scalability, reliability, and agility of Azure to drive application development and shape business",0
ZeOmega Integrates Social Determinants of Health (SDOH) Solution with Microsoft Cloud for Healthcare,"The new SDOH add-in to Microsoft Cloud for Healthcare broadens healthcare organizations&#39; understanding of the needs of populations and individuals, automates workflow actions, and improves health outcomes. PLANO,",1
UK's handling of Microsoft deal sows doubts over post-Brexit direction,"The long-running battle between Microsoft and Britain over the Activision Blizzard deal took another twist on Tuesday, raising more questions than answers about the country's approach to deals in the post-Brexit era.",0
Clearloop Collaborates With Microsoft to Expand Equitable Access to Clean Energy in the Mississippi Delta and Decarbonize the Grid,"Clearloop works with Microsoft to enable clean energy infrastructure and positive community impact through agreement of upfront payment for long-term renewable energy credits Clearloop, a leading provider of carbon",1
Outreach Sales Execution Platform Now Available in Microsoft Azure Marketplace,"Microsoft Azure customers worldwide now gain access to Outreach to take advantage of the scalability, reliability, and agility of Azure to drive application development and shape business strategies SEATTLE, Aug. 23,",1
Globalgig&#39;s Orchestra Platform Now Available in the Microsoft Azure Marketplace,"Globalgig, a network platform and connectivity provider for global enterprises, announced today the availability of its Orchestra platform in the Microsoft Azure Marketplace, an online market for buying and selling",1
MicroStrategy Now Available in the Microsoft Azure Marketplace,"Microsoft Azure customers worldwide now gain access to MicroStrategy ONE platform to take advantage of the scalability, reliability and agility of Azure to drive application development and shape business",1
Analysis: UK's handling of Microsoft deal sows doubts over post-Brexit direction,"The long-running battle between Microsoft and Britain over the Activision Blizzard deal took another twist on Tuesday, raising more questions than answers about the country's approach to deals in the post-Brexit era.",0
Microsoft-Backed Rubrik Aims for IPO as Soon as This Year,"Rubrik Inc., a cloud and data security startup backed by Microsoft Corp., is on track to hold its initial public offering this year and its investor roadshow could start as early as October, according to people familiar with the matter.",1
